tracking_id	XH_1916	XH_1917	XH_1918	XH_1919	XH_1920	XH_1921	XH_1922	XH_1923	XH_1924
ENSMUSG00000085154	0.622252	0.973979	0.691346	1.57803	1.67907	0.498433	0.922574	1.18566	0.899601	
ENSMUSG00000085155	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085156	68.4118	97.4384	93.9542	121.941	85.1141	92.4163	102.032	96.5603	108.77	
ENSMUSG00000085157	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085158	0	0	0	0	0	0	0.0124757	0	0.0121673	
ENSMUSG00000085160	0	0	0	0	0	0	0.0445916	0	0	
ENSMUSG00000085161	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085162	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085165	0.0974976	0	0.115466	0	0	0	0.0954131	0	0	
ENSMUSG00000085166	1.99329	1.79797	2.46107	2.39985	2.24173	2.52893	2.38415	2.4847	2.44741	
ENSMUSG00000085167	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085168	0.020522	0	0.0404094	0	0	0	0	0	0.0303293	
ENSMUSG00000085169	0.324261	0.181023	0.115425	0.116966	0	0.0402133	0.155075	0.147646	0.235415	
ENSMUSG00000085170	0.125444	0.0861266	0.0458281	0	0.323939	0.0980723	0	0	0.0686116	
ENSMUSG00000085171	0	0	0	0	0	0	0	0	0.0420522	
ENSMUSG00000085172	0.845924	0.435868	0.649409	0.919131	2.95511	0.794526	0.699683	0.871152	0.728735	
ENSMUSG00000085173	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085174	0.427918	0.14181	0.120574	0.452636	0	0.251076	0.211499	0.257338	0.241982	
ENSMUSG00000085175	0.0523682	0.10248	0.116472	0.399611	0	0.126033	0.232794	0.408618	0.303029	
ENSMUSG00000085176	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085177	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085178	1.06903	0.783182	0.788088	0	0.289985	0.894297	0.667448	0.702078	1.08897	
ENSMUSG00000085179	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085180	0.21221	0.735259	0.707031	0	0	0.765383	0.245476	0.47166	0.0147698	
ENSMUSG00000085181	0	0.0292547	0.0155464	0	0	0	0.0363701	0	0	
ENSMUSG00000085182	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085183	0.399722	0.714002	0.583514	0.442061	0.468639	0.41334	0.81298	0.473748	0.187912	
ENSMUSG00000085184	0.177599	0.606544	0.28676	0.325089	0.494662	0.0760245	0.207165	0.330644	0.342498	
ENSMUSG00000085185	0.694161	0.637595	0.762977	0.478888	0.296939	0.361542	0.403008	1.19554	0.540309	
ENSMUSG00000085187	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085188	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085189	0	0	0	1.32892	0	0	0.644831	0	0.193251	
ENSMUSG00000085192	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085193	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085194	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085196	0.021472	0	0	0.06709	0.0733831	0.0234364	0.0263529	0	0	
ENSMUSG00000085197	0	0	0.171597	0	0	0	0.0697122	0	0	
ENSMUSG00000085198	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085199	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085201	0	0.152646	0	0.41029	0	0	0	0.151025	0	
ENSMUSG00000085202	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085203	0.123179	0	0	0	0	0.356072	0	0	0	
ENSMUSG00000085204	0	0	0	0	0	0	0	0.182462	0	
ENSMUSG00000085205	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085206	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085207	0.0782129	0.169084	0	0	0	0	0.367156	0.333783	0	
ENSMUSG00000085208	0.980653	1.12817	1.1267	1.38852	0.773892	1.12248	1.10786	0.739121	0.942582	
ENSMUSG00000085209	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085211	0.109806	0.220925	0.126238	0	0.292498	0.0891358	0.196769	0.0786119	0.306458	
ENSMUSG00000085213	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085217	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085218	0.717058	1.25569	1.12427	3.93769	7.16223	2.52517	2.56135	0.363976	1.93673	
ENSMUSG00000085221	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085222	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085223	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085224	0.00983334	0	0	0.0898977	0	0.0211911	0.0318293	0.00976932	0.0392825	
ENSMUSG00000085225	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085226	0	0	0	0.36896	0	0.117407	0	0	0	
ENSMUSG00000085227	0.133249	0.2754	0.146556	0.615384	0.130525	0.209653	0.116743	0.207955	0.0871589	
ENSMUSG00000085228	0	0	0.257689	0	0	0	0	0	0	
ENSMUSG00000085229	0	0	0	0	0	0.129019	0	0	0	
ENSMUSG00000085230	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085232	0.837735	0.764923	0.799905	29.4898	9.00295	3.3781	5.50533	0	4.25835	
ENSMUSG00000085234	0	0	0.0198982	0	0	0	0	0	0	
ENSMUSG00000085235	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085236	0	0	0.210759	0	0	0	0.18171	0.133004	0	
ENSMUSG00000085237	0.0426472	0.0185527	0.0467935	0.15317	0	0	0.0852331	0	0	
ENSMUSG00000085238	0.0892957	0	0.0491217	0.654573	0	0.105432	0.234356	0	0	
ENSMUSG00000085239	0	0	0	0	0	0	0.161177	0	0	
ENSMUSG00000085240	0	0	0	0	0	0	0	0	0.0790573	
ENSMUSG00000085241	42.2686	26.4652	37.0405	14.2801	22.7747	25.0402	29.0408	36.2784	35.238	
ENSMUSG00000085242	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085244	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085245	0	0	0	0	0	0	0.0663497	0	0	
ENSMUSG00000085246	0.0737074	0.110496	0.274073	0.953093	1.2973	0.286486	0.351937	0.148337	0.267535	
ENSMUSG00000085247	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085248	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085249	0.103378	0	0.246882	0	0	0	0.102446	0	0.26603	
ENSMUSG00000085250	0.0575169	0	0.0619445	0	0.421938	0	0.0243687	0.0584512	0.0233672	
ENSMUSG00000085251	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085252	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085253	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085254	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085255	0	0	0	0	0	0.131896	0.286497	0	0.0891467	
ENSMUSG00000085256	0.0488027	0	0	0	0	0	0.0676552	0	0	
ENSMUSG00000085257	0	0	0	0	0.0962807	0	0	0	0	
ENSMUSG00000085260	0.141757	0.352539	0.398247	0.596589	1.5246	0.242566	0.27526	0.750666	0.510884	
ENSMUSG00000085261	0	0	0.0185139	0.0546798	0	0.0191784	0.0143854	0	0.00706855	
ENSMUSG00000085262	1.35222	2.20916	2.60512	3.18331	2.47736	1.81447	2.87755	2.82926	2.01546	
ENSMUSG00000085263	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085264	0	0	0	0	0	0	0.00759226	0	0	
ENSMUSG00000085265	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085267	0	0.883217	0	0	0	0	0.132783	0	0	
ENSMUSG00000085269	0	0	0.117834	0	0	0	0	0.073924	0	
ENSMUSG00000085271	0.0910368	0	0.170499	0.637675	0	0.107709	0.31913	0.158067	0.26202	
ENSMUSG00000085272	0.0278845	0	0	0	0	0	0	0	0	
ENSMUSG00000085274	0.602378	0.385646	0.369283	0.266467	0.859619	0.524573	0.616977	0.617436	0.677285	
ENSMUSG00000085275	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085276	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085277	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085278	0.149521	0	0	0	0	0.5294	0	0	0.134544	
ENSMUSG00000085279	0	0	0.0433438	0.132631	0	0	0	0	0	
ENSMUSG00000085280	0.0541503	0	0	0	0	0	0	0	0	
ENSMUSG00000085281	0	0	0	0	0	0	0	0	0.0402281	
ENSMUSG00000085282	0.108163	0	0	0	0	0	0	0	0	
ENSMUSG00000085284	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085285	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085286	0.304082	0.358661	0.572578	0.632975	0.33894	0.613694	0.341186	0.0895546	0.428035	
ENSMUSG00000085287	0.0213118	0	0.0567563	0.13963	0.108054	0.0684979	0.103905	0.141036	0.0749652	
ENSMUSG00000085288	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085289	0.00690127	0.0135964	0.0144474	0	0	0.0149377	0.0504522	0.0274766	0.0165647	
ENSMUSG00000085290	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085292	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085293	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085295	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085297	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085298	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085300	0	7.19969	0	0	0	0	0	0	0	
ENSMUSG00000085301	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085302	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085303	0	0	0	0.108519	0	0.0748115	0.0839535	0	0	
ENSMUSG00000085304	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085305	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085307	0.0194815	0	0	0	0	0.0212049	0	0.0194321	0.0390561	
ENSMUSG00000085310	1.65459	3.07768	2.85247	8.00923	6.16485	1.40491	1.67399	1.82717	2.62843	
ENSMUSG00000085311	0	0	0	0	0	0	0	0	0.0486444	
ENSMUSG00000085312	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085314	0.0394623	0.0522374	0.0555158	0.166149	0.181484	0.0288705	0.129752	0.131703	0.0739945	
ENSMUSG00000085315	0	0.0880916	0.0468758	0	0	0.100408	0	0	0.105175	
ENSMUSG00000085316	0.128916	0.107745	0	0	0.12428	0.12296	0.0137587	0.0334039	0.0401816	
ENSMUSG00000085317	0	0	0	0	0	0	0	0.209358	0	
ENSMUSG00000085318	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085319	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085320	0.0126304	0	0	0	0	0	0	0	0	
ENSMUSG00000085321	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085322	1.50574	0.815113	1.19036	1.98772	0.720663	0.815917	0.728511	1.10819	1.44512	
ENSMUSG00000085323	0	0	0	0	0	0.0631439	0	0	0	
ENSMUSG00000085324	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085325	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085326	0.874851	0.429519	1.144	0	0	1.72315	1.1956	1.64333	0.485242	
ENSMUSG00000085327	4.67057	1.46797	2.09033	3.32368	1.12909	1.51113	2.17682	2.39006	2.24467	
ENSMUSG00000085328	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085329	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085330	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085331	0	0	0.0939557	0.721703	0	0.420256	0.153405	0	0.0685135	
ENSMUSG00000085333	0	0	0.0385957	0	0.267894	0	0	0	0	
ENSMUSG00000085334	18.4818	15.2579	15.0535	33.4042	33.7255	16.4168	19.7387	15.9267	13.1324	
ENSMUSG00000085335	0.0489575	0.0485491	0.0386954	0.0769881	0	0.026808	0.060259	0.0489756	0.00982925	
ENSMUSG00000085336	0.0488679	0.0324718	0.0172573	0	0.113733	0	0.0134708	0.0327159	0.0393572	
ENSMUSG00000085337	0.668496	0.710492	0.959682	0.868707	0.612173	1.30951	0.954632	0.797843	1.02484	
ENSMUSG00000085338	0.100529	0.35463	0.834989	0.16778	0.545063	0.793596	0.422856	0.458118	0.529534	
ENSMUSG00000085340	0.886831	2.62008	0.465105	4.77593	0	0.585486	1.21697	1.25215	0.320107	
ENSMUSG00000085342	31.2669	21.3637	30.1887	11.3352	13.3401	39.1089	30.8274	35.7962	30.4808	
ENSMUSG00000085345	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085347	0.143955	0.0491485	0.0522341	0	0	0	0.139373	0	0.504333	
ENSMUSG00000085348	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085350	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085351	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085352	0.173303	0.378948	0	0	0.821384	0	0.165692	0	0.0734273	
ENSMUSG00000085353	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085354	0	0	0.0747036	0.71943	0.258458	0.0793269	0.176983	0.0703431	0.0842447	
ENSMUSG00000085355	1.37085	1.04106	1.12385	1.77688	1.82334	1.08221	0.997765	0.815081	1.28165	
ENSMUSG00000085357	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085358	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085359	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085360	0.440325	1.21439	0.178813	0.959935	0.298197	0.234201	0.174978	0.380703	0.501369	
ENSMUSG00000085361	0.196887	0	0	0	1.13106	0.163227	0.0599808	0.138288	0.0547638	
ENSMUSG00000085363	0.0512013	0.0762191	0.0809965	0	0.176369	0.0561435	0.0420588	0.025624	0.0719863	
ENSMUSG00000085366	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085368	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085369	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085371	0.0580661	0	0	0	0	0	0.0522288	0	0	
ENSMUSG00000085372	0	0	0.0691182	0	0	0	0	0	0	
ENSMUSG00000085375	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085376	1.01177	0.356096	0.681887	1.46171	0	1.36837	0.837916	0.855974	1.025	
ENSMUSG00000085377	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085378	0.0814348	0.176817	0.188575	0	0	0	0.0769881	0.17433	0	
ENSMUSG00000085379	0.0423135	0.0501149	0.0887479	0.157097	0.0573503	0.0551418	0.0689427	0.0337425	0.0542257	
ENSMUSG00000085380	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085382	0	0	0	0	0	0.19953	0	0	0	
ENSMUSG00000085383	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085385	72.699	72.25	62.4904	66.7794	67.3264	70.5636	64.8171	70.7559	63.4276	
ENSMUSG00000085386	0	0	0	0	0	0	0	0.0146829	0	
ENSMUSG00000085387	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085388	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085389	0.12863	0.827908	0.581596	0	2.79866	0	0.475691	0.96	0.273967	
ENSMUSG00000085390	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085391	0	0	0.224163	0	0	0	0	0	0	
ENSMUSG00000085393	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085394	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085395	0.12863	0	0.0726995	0	0	0.159428	0.351696	0	0.160847	
ENSMUSG00000085396	41.5744	21.6041	20.8708	27.7785	18.0588	17.3152	17.5082	19.3811	19.9691	
ENSMUSG00000085397	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085398	0	0	0	0	0	0.106212	0	0	0	
ENSMUSG00000085399	0.178043	0.0185098	0.0320598	0	0	0.0689447	0.022931	0.25908	0.0320808	
ENSMUSG00000085400	0	0	0	0	0	0	0	0	0.0301062	
ENSMUSG00000085401	0.0319397	0	0.0345444	0	0	0.0731811	0	0.065116	0.104044	
ENSMUSG00000085402	0	0	0.174325	0	0	0	0.148379	0	0	
ENSMUSG00000085403	3.62248	2.19739	2.1421	1.48312	2.07356	3.87886	2.22826	2.83062	1.69089	
ENSMUSG00000085404	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085405	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085407	0.0312703	0	0	0	0	0	0	0	0	
ENSMUSG00000085408	0.208849	0.0896419	0.178693	0.070881	0.232481	0.0744022	0.11123	0.203912	0.19087	
ENSMUSG00000085409	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085411	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085412	3.19164	7.46288	4.08966	5.50596	8.71925	5.77125	10.6964	6.85193	9.26849	
ENSMUSG00000085413	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085414	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085415	0.0414102	0.085249	0.0453603	0	0	0.0970291	0	0	0	
ENSMUSG00000085416	0	0	0	0	0	0	0	0	0.12763	
ENSMUSG00000085417	0	0	0.097029	0.752151	0	0	0	0	0	
ENSMUSG00000085418	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085419	0	0.0943861	0.0502324	0.671759	0	0	0.0799373	0	0	
ENSMUSG00000085420	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085421	0.011263	0	0	0	0	0	0.00922478	0	0	
ENSMUSG00000085423	0	0.157953	0	0	0	0	0	0	0.0617485	
ENSMUSG00000085424	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085426	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085427	0	0	0	0.120921	0	0	0.0699689	0	0.124523	
ENSMUSG00000085428	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085429	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085430	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085431	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085433	0.312408	0.126947	0.211426	0.254105	0	0.21439	0.186221	0.445538	0.147702	
ENSMUSG00000085434	0.0304912	0	0	0.0971774	0	0.0336186	0.0275087	0	0.0122694	
ENSMUSG00000085436	0.508073	0.49914	0.74218	0.537838	0.582682	1.02307	0.792506	0.433255	0.851814	
ENSMUSG00000085437	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085438	11.6716	8.61458	10.2808	13.0398	17.5893	9.49284	10.6327	9.18622	9.49873	
ENSMUSG00000085439	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085440	0.0222531	0	0	0	0	0.02431	0	0	0	
ENSMUSG00000085441	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085442	8.18064	32.1731	28.1703	48.748	38.5277	35.2208	34.3564	21.425	16.4466	
ENSMUSG00000085443	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085444	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085445	0.190183	0.192928	0.0706175	0	0	0.14597	0.0541135	0.323645	0.154787	
ENSMUSG00000085447	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085448	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085449	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085450	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085451	0	0	0.0252273	0	0.169455	0.0530031	0	0	0.0381866	
ENSMUSG00000085452	0	0	0	0	0	0	0	0.0359307	0	
ENSMUSG00000085453	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085454	0	0	0	0	0.738184	0.0744209	0	0.0661329	0	
ENSMUSG00000085456	0	0	0.0208312	0.127241	0	0	0.0162939	0	0.0158045	
ENSMUSG00000085457	0.361828	0.298183	0.285418	0.364599	0	0.141735	0.162104	0.482591	0.234488	
ENSMUSG00000085459	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085463	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085464	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085465	0.944392	0.530365	0.708202	0	0	0.340863	1.5901	1.32295	1.31138	
ENSMUSG00000085466	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085467	0	0.139504	0	0	0	0	0	0.276575	0.109527	
ENSMUSG00000085468	0	0	0	0	0	0.130557	0.0963927	0	0.0447113	
ENSMUSG00000085469	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085470	0.098613	0.219153	0.11697	0.958405	0	0.26724	0.096735	0.214809	0.084295	
ENSMUSG00000085471	0	0	0.0390663	0	0.0778339	0	0	0.0622451	0	
ENSMUSG00000085472	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085476	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085477	0	0	0	0	0	0.21903	0.0796573	0	0.0709298	
ENSMUSG00000085478	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085479	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085481	0.210442	0.173447	0.0461455	0.609105	0.326441	0.0987785	0.0732581	0	0.0345261	
ENSMUSG00000085482	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085483	0.264787	0.133532	0.253749	0	1.22303	0.0752932	0.112055	0.272479	0.430773	
ENSMUSG00000085484	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085485	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085486	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085487	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085488	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085489	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085491	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085492	5.49006	3.6502	4.70823	3.34458	3.5788	4.10433	4.00382	4.11982	4.54688	
ENSMUSG00000085495	0.0683539	0	0.0388651	0	0.0579221	0.0556878	0.00696483	0.0175338	0.0684485	
ENSMUSG00000085496	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085497	0	0	0	0	0	0	0.309462	0.327757	0	
ENSMUSG00000085498	0.0635852	0.0316727	0	0	0	0.0702096	0.0525434	0.0319147	0.038397	
ENSMUSG00000085499	0	0	0	0	0.131039	0	0	0	0	
ENSMUSG00000085500	0	0	0.0157119	0	0	0	0.0158197	0	0.0153504	
ENSMUSG00000085501	0.0699142	0	0	0	0	0	0.193448	0.295897	0.175568	
ENSMUSG00000085502	0	0.152753	0.108288	0	0.182658	0	0.0212518	0.102312	0.0204685	
ENSMUSG00000085504	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085505	0.305396	0.454591	1.81915	2.00806	1.02856	2.79464	1.10521	1.33392	0.960751	
ENSMUSG00000085507	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085508	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085509	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085510	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085511	0.103121	0	0.0679972	0.0813134	0	0.0282746	0.0423615	0	0.0517831	
ENSMUSG00000085512	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085513	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085514	0	0	0	0	0	0	0	0	0.0427496	
ENSMUSG00000085515	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085516	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085517	0	0	0	0	0	0.127815	0	0	0.0340661	
ENSMUSG00000085519	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085521	2.42463	2.26367	1.95028	2.69206	1.93224	2.61388	2.45583	1.72329	1.97351	
ENSMUSG00000085522	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085523	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085524	0	0	0	0.258829	0	0.0851421	0	0	0	
ENSMUSG00000085525	0.158901	0.7644	2.44679	7.31951	0	3.51374	0.974096	0	1.55803	
ENSMUSG00000085526	0.0107856	0.0213546	0	0	0	0	0	0	0	
ENSMUSG00000085527	0.0379577	0.0379459	0	0	0	0	0.125849	0	0.0306279	
ENSMUSG00000085528	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085530	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085531	0.0722738	0.155001	0.330439	0.612875	0.642027	0.182824	0.267984	0.613211	0.424216	
ENSMUSG00000085532	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085533	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085534	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085536	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085538	0.135768	0.0935116	0.0497678	0.332253	0	0.106878	0.158343	0	0.0743233	
ENSMUSG00000085539	0	0	0.0777918	0	0	0	0	0	0	
ENSMUSG00000085540	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085541	0.0361718	0.059321	0.0473642	0.147668	0	0.208458	0.0341625	0.0599581	0.0726866	
ENSMUSG00000085542	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085543	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085545	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085546	0	0	0	0	0	0.0365897	0.0274486	0.0167932	0.0134938	
ENSMUSG00000085547	0	0	0	0	0	0	0.0310531	0	0.0294985	
ENSMUSG00000085548	0	0	0.267792	0	0	0	0	0	0	
ENSMUSG00000085549	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085551	1.62965	3.66334	1.61167	7.3916	0	5.19322	5.50717	2.87214	4.55715	
ENSMUSG00000085552	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085553	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085555	0.104402	0.792721	0.546593	2.18802	1.92654	0.307459	0.491542	0.218132	1.60561	
ENSMUSG00000085556	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085558	0.129897	0.37015	0.0658838	0	0	0.0151399	0.078449	0.244829	0.0977891	
ENSMUSG00000085559	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085560	1.28776	0.623285	0.524308	0.56437	1.25819	1.00974	1.24634	0.554347	1.0327	
ENSMUSG00000085561	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085562	0.099117	0.133209	0.283832	0	0	0	0.113409	0	0.0822667	
ENSMUSG00000085563	0.161093	0	0.119626	0	0.438281	0.38889	0.0478605	0	0.0888403	
ENSMUSG00000085564	0.046877	0.0622457	0.0826996	0	0	0.0344861	0.0129055	0	0	
ENSMUSG00000085565	0.00817458	0.0645221	0.0257085	0.404164	0.498045	0.0354872	0.173055	0	0.124377	
ENSMUSG00000085566	0.0567555	0.0372367	0.0392732	0.110237	0	0.0269021	0.0286097	0.0404501	0.00977171	
ENSMUSG00000085568	0	0	0	0	0.428287	0.126927	0	0	0	
ENSMUSG00000085569	0.236817	0.214498	0.37599	1.63586	0.375869	0.225163	0.136212	0.0980173	0	
ENSMUSG00000085572	1.26402	0.979413	0.519511	0	0.612591	0.646838	0.752338	1.30145	1.29506	
ENSMUSG00000085573	0	0	0.166756	0	0	0	0	0	0	
ENSMUSG00000085574	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085575	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085576	0	0	0.0082156	0.0483854	0.0530094	0	0.00637979	0.0156215	0	
ENSMUSG00000085577	0	0.0600559	0.0638741	0	0.218055	0	0.0251418	0	0.0481645	
ENSMUSG00000085578	0	0.125548	0.0668644	0.471769	0.499027	0.482239	0.0582264	0	0.102212	
ENSMUSG00000085579	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085580	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085581	0.214344	0.224197	0.0596835	0.411386	0	0.129324	0.143256	0.223146	0.0886478	
ENSMUSG00000085582	0	0	0	0	0	0	0	0	0	
ENSMUSG00000085584	0.0260915	0	0.0204703	0	0.0438852	0.0423204	0.0264725	0.0389412	0.0156523	
ENSMUSG00000085585	0	0	0	0	0	0	0	0	0	
